nome_x,nome_regiao,quantidade_nascimentos_ate_2010,genero
Alrelio,Sudeste,22,masculino
Alreni,Sudeste,18,feminino
Alrenice,Norte,22,feminino
Alrenir,Nordeste,16,feminino
Alri,Nordeste,14,masculino
Alria,Sudeste,78,feminino
Alriane,Norte,12,feminino
Alricelia,Nordeste,61,feminino
Alricelio,Nordeste,13,masculino
Alrilene,Nordeste,53,feminino
Alrimar,Norte,15,masculino
Alrinda,Sudeste,11,feminino
Alrindo,Sudeste,10,masculino
Alrineide,Nordeste,60,feminino
Alrinete,Nordeste,30,feminino
Alrino,Sudeste,40,masculino
Alrora,Sudeste,10,feminino
Alrxandre,Sudeste,18,masculino
Alselmo,Sudeste,34,masculino
Alseni,Sudeste,10,feminino
Alsenir,Sudeste,13,feminino
Alsides,Sudeste,31,masculino
Alsione,Sudeste,14,feminino
Alsira,Sudeste,131,feminino
Alson,Sudeste,23,masculino
Alssandra,Sudeste,77,feminino
Alssandro,Sudeste,25,masculino
Alta,Sudeste,201,feminino
Altaci,Norte,11,desconhecido
Altacir,Norte,28,masculino
Altaide,Sudeste,22,provavelmente_masculino
Altair,Sudeste,13753,masculino
Altamar,Sudeste,13,masculino
Altamir,Sudeste,2064,masculino
Altamira,Nordeste,881,feminino
Altamiranda,Sudeste,14,Indefinido
Altamirando,Nordeste,152,masculino
Altamiro,Sudeste,3266,masculino
Altanir,Sudeste,50,masculino
Altanira,Nordeste,28,feminino
Altavir,Sul,15,masculino
Altayr,Sudeste,11,desconhecido
Altemar,Sudeste,353,masculino
Altemir,Sul,801,masculino
Altemira,Sudeste,21,feminino
Altemiro,Sudeste,17,masculino
Altenir,Sudeste,33,masculino
Altenor,Nordeste,16,masculino
Alter,Sudeste,30,masculino
Alteredo,Nordeste,42,masculino
Altervir,Norte,10,desconhecido
Altevi,Norte,15,masculino
Altevir,Sul,550,masculino
Altiere,Sudeste,15,masculino
Altieres,Sudeste,62,masculino
Altieri,Sudeste,12,masculino
Altimar,Sudeste,34,masculino
Altina,Sudeste,943,feminino
Altineia,Sudeste,67,feminino
Altineu,Sudeste,12,desconhecido
Altino,Sudeste,1437,masculino
Altir,Sul,13,masculino
Altiva,Sudeste,216,feminino
Altivir,Sul,74,masculino
Altivo,Sudeste,339,masculino
Alto,Sudeste,13,masculino
Alton,Sudeste,29,masculino
Altran,Nordeste,33,masculino
Aluan,Sudeste,53,masculino
Aluana,Sudeste,61,feminino
Alucas,Sudeste,19,masculino
Aluce,Sudeste,28,feminino
Alucia,Sudeste,11,feminino
Aluir,Sul,31,masculino
Aluis,Sudeste,13,masculino
Aluisa,Sudeste,10,feminino
Aluisia,Sudeste,13,feminino
Aluisio,Nordeste,5110,masculino
Aluiso,Nordeste,104,masculino
Aluiz,Sudeste,14,masculino
Aluiza,Sudeste,11,feminino
Aluizia,Sudeste,13,feminino
Aluizio,Nordeste,3693,masculino
Aluizo,Nordeste,89,masculino
Alune,Sudeste,34,feminino
Alusca,Nordeste,131,feminino
Alusio,Sudeste,12,masculino
Aluska,Nordeste,307,feminino
Aluysio,Sudeste,20,masculino
Alva,Sudeste,106,feminino
Alvaci,Sul,127,ambos
Alvacir,Sul,584,provavelmente_masculino
Alvacy,Nordeste,14,desconhecido
Alvair,Sul,98,masculino
Alvalice,Nordeste,14,desconhecido
Alvamar,Nordeste,12,desconhecido
Alvandir,Sul,38,masculino
Alvanei,Centro-Oeste,20,masculino
Alvaneide,Nordeste,17,feminino
Alvani,Nordeste,150,provavelmente_feminino
Alvanice,Nordeste,32,feminino
Alvanir,Sudeste,282,ambos
Alvanira,Sudeste,94,feminino
Alvara,Sudeste,34,feminino
Alvares,Sudeste,13,masculino
Alvari,Sul,11,masculino
Alvarina,Sudeste,307,feminino
Alvarinda,Centro-Oeste,10,feminino
Alvarino,Sul,50,masculino
Alvaro,Sudeste,29386,masculino
Alvedir,Sudeste,10,masculino
Alvelina,Sudeste,33,feminino
Alvelino,Sudeste,13,masculino
Alveni,Sul,45,feminino
Alvenir,Sudeste,41,provavelmente_feminino
Alvenita,Sudeste,22,feminino
Alveri,Sul,19,masculino
Alverina,Sudeste,236,feminino
Alverinda,Sudeste,37,feminino
Alverino,Sudeste,64,masculino
Alves,Sudeste,171,masculino
Alvicio,Sul,171,masculino
Alvim,Sudeste,84,masculino
Alvimar,Sudeste,1094,masculino
Alvin,Sul,59,masculino
Alvina,Sudeste,2407,feminino
Alvineia,Nordeste,10,desconhecido
Alvino,Sudeste,1628,masculino
Alvir,Sul,164,masculino
Alvira,Sudeste,24,feminino
Alvori,Sul,38,masculino
Alvorina,Sul,20,feminino
Alvorino,Sul,19,masculino
Alvoro,Sudeste,62,masculino
Alxandra,Sudeste,33,feminino
Alxandre,Sudeste,134,masculino
Alxandro,Sudeste,30,masculino
Alxsandro,Sudeste,13,masculino
Aly,Sudeste,14,masculino
Alyce,Sudeste,32,feminino
Alycia,Sudeste,39,feminino
Alyne,Sudeste,433,feminino
Alynne,Sudeste,26,feminino
Alyrio,Sudeste,11,desconhecido
Alyson,Nordeste,466,masculino
Alyssa,Sudeste,50,feminino
Alysson,Nordeste,1074,masculino
Alzair,Sudeste,17,ambos
Alzeir,Sudeste,11,masculino
Alzelina,Sudeste,17,feminino
Alzemar,Sudeste,42,masculino
Alzemir,Norte,76,masculino
Alzemira,Sudeste,61,feminino
Alzemiro,Sul,148,masculino
Alzenda,Sudeste,10,desconhecido
Alzeneide,Nordeste,43,feminino
Alzeni,Sudeste,281,feminino
Alzenice,Nordeste,11,feminino
Alzenir,Nordeste,1568,feminino
Alzenira,Nordeste,673,feminino
Alzenita,Sudeste,15,feminino
Alzenor,Norte,10,desconhecido
Alzerina,Sudeste,158,feminino
Alzerino,Sul,23,masculino
Alziane,Norte,28,feminino
Alziene,Norte,11,feminino
Alzilene,Norte,43,feminino
Alzilete,Norte,14,desconhecido
Alzimar,Sudeste,83,provavelmente_masculino
Alzimara,Norte,12,feminino
Alzina,Sudeste,34,feminino
Alzineia,Sudeste,20,feminino
Alzineide,Nordeste,39,feminino
Alzinete,Nordeste,152,feminino
Alzino,Sudeste,24,masculino
Alzir,Sudeste,47,masculino
Alzira,Sudeste,26721,feminino
Alzirene,Nordeste,72,feminino
Alziria,Sudeste,13,feminino
Alziro,Sudeste,324,masculino
Alzita,Sudeste,33,feminino
Alzito,Nordeste,16,masculino
Ama,Sudeste,40,feminino
Amabeli,Sudeste,14,feminino
Amabile,Sul,1001,feminino
Amabili,Sul,225,feminino
Amabilia,Sudeste,19,feminino
Amabilly,Sudeste,11,feminino
Amabily,Sudeste,17,feminino
Amable,Sudeste,15,feminino
Amada,Sudeste,481,feminino
Amadel,Sudeste,53,masculino
Amadeo,Sudeste,54,masculino
Amadeu,Sudeste,4314,masculino
Amadeus,Nordeste,724,masculino
Amado,Sudeste,935,masculino
Amador,Sudeste,545,masculino
Amailton,Sudeste,19,masculino
Amair,Sudeste,58,provavelmente_feminino
Amal,Sul,21,feminino
Amalha,Sudeste,27,feminino
Amali,Sudeste,12,desconhecido
Amalia,Sudeste,4087,feminino
Amalio,Sudeste,10,masculino
Amalri,Sudeste,299,masculino
Amamda,Sudeste,57,feminino
Amana,Sudeste,72,feminino
Amanada,Sudeste,10,feminino
Amancia,Nordeste,10,feminino
Amancio,Sudeste,395,masculino
Amand,Sudeste,28,feminino
Amanda,Sudeste,214259,feminino
Amandha,Sudeste,26,feminino
Amandia,Sudeste,14,feminino
Amandina,Sudeste,11,feminino
Amandio,Sudeste,289,masculino
Amando,Nordeste,166,masculino
Amandos,Sul,10,desconhecido
Amandus,Sul,10,desconhecido
Amani,Sudeste,20,feminino
Amansa,Sudeste,10,feminino
Amanso,Sudeste,12,masculino
Amantina,Sudeste,27,feminino
Amantino,Sudeste,283,masculino
Amara,Nordeste,12231,feminino
Amaral,Sudeste,219,masculino
Amaralina,Nordeste,23,feminino
Amarante,Sul,34,masculino
Amarcelo,Sudeste,12,masculino
Amarcia,Sudeste,13,feminino
Amarcio,Sudeste,10,masculino
Amarcos,Sudeste,11,masculino
Amari,Sudeste,46,masculino
Amaria,Sudeste,563,feminino
Amariana,Sudeste,12,Indefinido
Amarido,Sudeste,11,masculino
Amarilda,Sudeste,153,feminino
Amarildes,Sudeste,21,feminino
Amarildo,Sudeste,12845,masculino
Amariles,Sudeste,82,feminino
Amarilia,Sudeste,20,feminino
Amarilio,Sudeste,151,masculino
Amarilis,Sudeste,292,feminino
Amarilson,Norte,18,masculino
Amarina,Nordeste,225,feminino
Amarino,Nordeste,68,masculino
Amario,Sudeste,98,masculino
Amarita,Sudeste,19,desconhecido
Amarito,Sudeste,38,masculino
Amariudo,Sudeste,14,masculino
Amaro,Nordeste,17889,masculino
Amary,Sudeste,10,desconhecido
Amaryllis,Sudeste,10,desconhecido
Amauri,Sudeste,15218,masculino
Amauricio,Sudeste,18,masculino
Amaurilio,Sudeste,65,masculino
Amaurir,Sudeste,56,masculino
Amauro,Sudeste,12,masculino
Amaury,Sudeste,1588,masculino
Amavel,Sudeste,52,masculino
Amazilda,Sul,30,feminino
Amazilde,Nordeste,12,feminino
Amaziles,Sudeste,18,feminino
Amazilia,Sudeste,13,feminino
Amazonas,Sul,22,masculino
Amazonia,Norte,13,desconhecido
Amazonina,Norte,130,feminino
Amazonino,Norte,23,masculino
Ambrosia,Sudeste,23,feminino
Ambrosina,Sudeste,408,Indefinido
Ambrosio,Sul,506,masculino
Ambrozina,Sudeste,44,feminino
Ambrozio,Sudeste,18,masculino
Amderson,Sudeste,32,masculino
Amdre,Sudeste,30,masculino
Amelha,Sudeste,23,feminino
Ameli,Sudeste,42,feminino
Amelia,Sudeste,23280,feminino
Amelice,Nordeste,36,feminino
Amelie,Sudeste,16,feminino
Amelina,Sudeste,50,feminino
Amelio,Sudeste,213,masculino
Amelita,Sudeste,14,feminino
Amenaide,Nordeste,65,feminino
Amenair,Sudeste,10,desconhecido
Amer,Sudeste,15,desconhecido
America,Sudeste,925,feminino
Americo,Sudeste,5988,masculino
Amerinda,Sudeste,11,feminino
Ameris,Sudeste,14,feminino
Amerson,Norte,10,masculino
Ametista,Norte,24,desconhecido
Amgela,Sudeste,11,desconhecido
Ami,Sudeste,17,feminino
Amil,Sudeste,11,masculino
Amila,Sudeste,14,feminino
Amilar,Sudeste,24,masculino
Amilca,Sudeste,136,masculino
Amilcar,Sudeste,641,masculino
Amilda,Sudeste,12,feminino
Amildo,Sudeste,14,masculino
Amilka,Sudeste,12,desconhecido
Amilson,Sudeste,194,masculino
Amilta,Sudeste,10,feminino
Amilto,Sudeste,103,masculino
Amiltom,Sudeste,416,masculino
Amilton,Sudeste,13346,masculino
Amim,Sudeste,20,masculino
Amin,Sudeste,54,masculino
Amina,Sudeste,37,feminino
Aminadab,Sudeste,27,masculino
Aminadabe,Sudeste,28,provavelmente_masculino
Amine,Sudeste,38,feminino
Amini,Sudeste,14,feminino
Amintas,Sudeste,124,masculino
Amir,Sudeste,566,masculino
Amira,Sudeste,114,feminino
Amiraldo,Norte,469,masculino
Amires,Sudeste,17,feminino
Amiro,Sudeste,11,masculino
Amisterdan,Nordeste,10,masculino
Amizael,Norte,17,masculino
Amnda,Sudeste,56,feminino
Amneris,Sudeste,11,desconhecido
Amois,Sudeste,13,masculino
Amom,Sudeste,12,masculino
Amon,Sudeste,66,masculino
Amora,Sudeste,19,feminino
Amorim,Sudeste,48,masculino
Amos,Sudeste,601,masculino
Amparo,Nordeste,209,feminino
Amsterdan,Nordeste,18,masculino
Amtonio,Sudeste,51,masculino
Amuri,Sudeste,24,masculino
Amy,Sudeste,53,feminino
Amyr,Sudeste,24,masculino
An,Sudeste,146,feminino
Ana,Sudeste,1371222,feminino
Anabeatriz,Sudeste,28,feminino
Anabel,Sudeste,181,feminino
Anabela,Sudeste,154,feminino
Anabele,Sudeste,12,feminino
Anabeli,Sul,10,feminino
Anabella,Sudeste,32,feminino
Anabelle,Sudeste,28,feminino
Anacarolina,Sudeste,67,feminino
Anacelia,Nordeste,69,feminino
Anacelio,Nordeste,16,masculino
Anaci,Nordeste,67,feminino
Anacir,Sul,18,feminino
Anaclan,Nordeste,11,desconhecido
Anaclara,Sudeste,91,feminino
Anaclaudia,Sudeste,26,feminino
Anaclecia,Sudeste,28,feminino
Anacleia,Sudeste,19,feminino
Anacleide,Sudeste,18,Indefinido
Anacleta,Sudeste,42,feminino
Anacleto,Sudeste,368,masculino
Anacristina,Sudeste,25,feminino
Anada,Sudeste,13,feminino
Anadege,Nordeste,16,feminino
Anadeje,Nordeste,25,feminino
Anadete,Sudeste,19,feminino
Anadi,Nordeste,15,feminino
Anadia,Sudeste,64,feminino
Anadil,Nordeste,23,feminino
Anadir,Sul,1123,feminino
Anadyr,Sudeste,13,feminino
Anael,Sudeste,106,masculino
Anaelise,Sul,18,feminino
Anaelson,Sudeste,10,masculino
Anaete,Nordeste,10,feminino
Anahi,Sudeste,34,feminino
Anahy,Sudeste,19,feminino
Anai,Sudeste,128,feminino
Anaia,Sudeste,10,feminino
Anaiara,Sudeste,31,feminino
Anaide,Sudeste,299,feminino
Anaides,Centro-Oeste,42,feminino
Anaila,Nordeste,11,feminino
Anailda,Nordeste,264,feminino
Anailde,Nordeste,321,feminino
Anaildes,Nordeste,954,feminino
Anaildo,Sudeste,37,masculino
Anaile,Sudeste,14,feminino
Anailma,Nordeste,13,feminino
Anailsa,Nordeste,32,feminino
Anailson,Nordeste,140,masculino
Anailto,Nordeste,12,Indefinido
Anailton,Nordeste,1265,masculino
Anailza,Nordeste,175,feminino
Anair,Sul,1764,feminino
Anaira,Sudeste,25,feminino
Anairan,Nordeste,22,feminino
Anais,Sudeste,41,feminino
Anaisa,Sudeste,185,feminino
Anaise,Sudeste,27,feminino
Anaita,Nordeste,21,feminino
Anaiza,Sudeste,67,feminino
Anajara,Sul,108,feminino
Anajulia,Sudeste,39,feminino
Analdina,Nordeste,54,feminino
Analdino,Nordeste,27,masculino
Analdo,Sudeste,39,masculino
Analha,Sudeste,14,feminino
Anali,Sudeste,238,feminino
Analia,Sudeste,5645,feminino
Analiane,Nordeste,16,feminino
Analice,Nordeste,3614,feminino
Analicia,Nordeste,56,feminino
Analicio,Sudeste,12,masculino
Analidia,Sudeste,18,feminino
Analina,Sudeste,79,feminino
Analine,Nordeste,129,feminino
Analis,Sudeste,11,feminino
Analisa,Sudeste,11,feminino
Analise,Sul,54,feminino
Analita,Sudeste,54,feminino
Analivia,Sudeste,11,feminino
Analu,Sudeste,339,feminino
Analucia,Sudeste,200,feminino
Analuiza,Sudeste,49,feminino
Analy,Sudeste,48,feminino
Anamara,Sudeste,41,feminino
Anamaria,Sudeste,327,feminino
Anamelia,Nordeste,48,feminino
Anan,Sudeste,13,feminino
Ananci,Sudeste,11,feminino
Ananda,Sudeste,3138,feminino
Ananeri,Sudeste,12,feminino
Ananete,Nordeste,13,feminino
Anani,Sudeste,11,feminino
Ananias,Sudeste,4223,masculino
Ananilia,Nordeste,12,feminino
Anapaula,Sudeste,265,feminino
Anara,Sudeste,36,feminino
Anaria,Sudeste,13,feminino
Anastacia,Sudeste,721,feminino
Anastacio,Nordeste,1515,masculino
Anastasia,Sudeste,12,feminino
Anatalia,Nordeste,1396,feminino
Anatalice,Nordeste,29,feminino
Anatalicia,Nordeste,10,feminino
Anatalicio,Nordeste,12,masculino
Anatalina,Sudeste,20,feminino
Anatalino,Sudeste,24,masculino
Anatalio,Nordeste,27,masculino
Anatanael,Nordeste,17,masculino
Anatecia,Nordeste,11,feminino
Anatercia,Nordeste,19,feminino
Anatilde,Nordeste,93,feminino
Anatildes,Nordeste,49,feminino
Anatolia,Sul,19,desconhecido
Anatolio,Sudeste,17,masculino
Anaurelino,Sul,15,masculino
Anay,Sudeste,16,feminino
Anayde,Sudeste,14,desconhecido
Anazilda,Sudeste,31,feminino
Anazildo,Norte,41,masculino
Anazir,Sul,10,feminino
Anbrosina,Sudeste,12,feminino
Anbrosio,Sudeste,11,masculino
Anbrozina,Sudeste,10,feminino
Ancelma,Sudeste,23,feminino
Ancelmo,Sudeste,1817,masculino
Anchieta,Nordeste,99,masculino
Ancila,Sul,11,feminino
Andarai,Sudeste,10,desconhecido
Ande,Sudeste,16,masculino
Andea,Sudeste,37,feminino
Andeeson,Sudeste,21,masculino
Andeia,Sudeste,74,feminino
Andeilson,Nordeste,12,masculino
Andelina,Sudeste,16,feminino
Andelson,Sudeste,11,masculino
Andenson,Nordeste,28,masculino
Ander,Sudeste,41,masculino
Anderclei,Norte,11,masculino
Anderdon,Sudeste,29,masculino
Anderlan,Norte,28,masculino
Anderlane,Norte,18,feminino
Anderlei,Sudeste,36,masculino
Anderleia,Sul,12,feminino
Anderley,Norte,10,masculino
Anderli,Sudeste,18,provavelmente_feminino
Anderlise,Sul,11,feminino
Anderon,Sudeste,83,masculino
Andersao,Sudeste,13,masculino
Andersen,Sul,15,masculino
Andersin,Sudeste,43,masculino
Andersn,Sudeste,80,masculino
Anderso,Sudeste,292,masculino
Andersob,Sudeste,11,masculino
Andersom,Sudeste,4400,masculino
Anderson,Sudeste,214944,masculino
Anderssom,Sudeste,25,masculino
Andersson,Nordeste,522,masculino
Andes,Sudeste,10,masculino
Andesa,Sudeste,11,feminino
Andesom,Sudeste,35,masculino
Andeson,Nordeste,1500,masculino
Andessa,Sudeste,119,feminino
Andesson,Nordeste,54,masculino
Andeza,Sudeste,25,feminino
Andi,Sudeste,11,desconhecido
Andiara,Sudeste,532,feminino
Andiele,Sul,19,feminino
Andina,Sudeste,25,feminino
Andir,Norte,11,desconhecido
Andira,Sudeste,35,feminino
Andison,Norte,10,masculino
Andr,Sudeste,21,masculino
Andra,Sudeste,107,feminino
Andraci,Norte,14,masculino
Andrade,Sudeste,107,masculino
Andradina,Sul,12,feminino
Andras,Sudeste,19,desconhecido
Andre,Sudeste,289240,masculino
Andrea,Sudeste,91864,feminino
Andreane,Nordeste,108,feminino
Andreara,Sul,27,feminino
Andreas,Sudeste,337,masculino
Andreca,Sudeste,16,feminino
Andree,Sudeste,13,desconhecido
Andreesa,Sudeste,13,feminino
Andreeza,Sudeste,22,feminino
Andrei,Sul,11403,masculino
Andreia,Sudeste,139165,feminino
Andreice,Norte,11,feminino
Andreilson,Nordeste,85,masculino
Andreilton,Nordeste,10,masculino
Andreina,Nordeste,1022,feminino
Andreis,Sudeste,14,Indefinido
Andreisa,Sudeste,159,feminino
Andreison,Norte,18,masculino
Andreiza,Sudeste,55,feminino
Andrel,Norte,40,masculino
Andrele,Sul,12,feminino
Andreli,Nordeste,34,feminino
Andrelina,Nordeste,1300,feminino
Andreline,Nordeste,35,feminino
Andrelino,Sudeste,193,masculino
Andrelisa,Sul,14,feminino
Andrelise,Sul,167,feminino
Andrelita,Nordeste,59,feminino
Andrelize,Sul,64,feminino
Andrely,Nordeste,10,feminino
Andrena,Norte,18,feminino
Andrenia,Nordeste,14,feminino
Andrenildo,Norte,10,desconhecido
Andrenilza,Sudeste,12,desconhecido
Andreo,Norte,240,masculino
Andreos,Sudeste,29,masculino
Andrer,Nordeste,86,masculino
Andrerson,Sudeste,14,masculino
Andres,Sudeste,654,masculino
Andresa,Sudeste,13242,feminino
Andresina,Sudeste,11,feminino
Andreson,Sudeste,694,masculino
Andress,Sudeste,40,ambos
Andressa,Sudeste,71597,feminino
Andresson,Norte,77,masculino
Andreu,Sudeste,96,masculino
Andreus,Sudeste,57,masculino
Andrew,Sudeste,3379,masculino
Andrews,Sudeste,542,masculino
Andrey,Sudeste,4608,masculino
Andreya,Sudeste,26,feminino
Andreyna,Nordeste,32,feminino
Andrez,Sudeste,22,masculino
Andreza,Sudeste,23029,feminino
Andrezina,Centro-Oeste,22,feminino
Andrezza,Sudeste,1302,feminino
Andri,Sudeste,13,masculino
Andria,Norte,1130,feminino
Andrian,Sudeste,11,masculino
Andriana,Sudeste,204,feminino
Andriane,Norte,22,feminino
Andriano,Nordeste,81,masculino
Andriara,Sul,28,feminino
Andrie,Nordeste,60,masculino
Andriel,Sul,550,masculino
Andriele,Sul,6449,feminino
Andrieli,Sul,5156,feminino
Andrielio,Nordeste,10,desconhecido
Andrielison,Nordeste,11,masculino
Andrielle,Sudeste,188,feminino
Andrielli,Sul,67,feminino
Andrielly,Sul,145,feminino
Andrielson,Norte,22,masculino
Andriely,Nordeste,100,feminino
Andriene,Sudeste,10,feminino
Andrier,Nordeste,38,masculino
Andrigo,Sul,296,masculino
Andril,Norte,18,masculino
Andrilene,Norte,10,feminino
Andrina,Sudeste,27,feminino
Andrine,Sudeste,238,feminino
Andrino,Sul,58,masculino
Andrio,Sul,595,masculino
Andrios,Sul,81,masculino
Andrisa,Sul,23,feminino
Andriu,Sul,23,masculino
Andrius,Sul,318,masculino
Andriw,Sudeste,32,masculino
Andriws,Sul,11,masculino
Andro,Sudeste,40,masculino
Andros,Sudeste,12,masculino
Andrson,Sudeste,70,masculino
Andrssa,Sudeste,49,feminino
Andry,Sudeste,36,masculino
Andrya,Norte,44,feminino
Andryelle,Sudeste,15,feminino
Andryo,Norte,10,masculino
Andrza,Sudeste,13,feminino
Andson,Sudeste,134,masculino
Andy,Sudeste,49,ambos
Andyara,Sudeste,27,feminino
Ane,Nordeste,10366,feminino
Aneci,Sul,93,provavelmente_feminino
Anecy,Sudeste,11,feminino
Anedina,Sudeste,95,feminino
Anedino,Sudeste,33,masculino
Anedir,Sudeste,20,feminino
Anedite,Sudeste,15,feminino
Aneide,Sudeste,53,feminino
Aneildo,Sudeste,10,masculino
Aneilton,Nordeste,36,masculino
Anela,Sudeste,29,feminino
Anelda,Sul,12,feminino
Aneli,Sul,254,feminino
Anelia,Sudeste,66,feminino
Anelica,Sudeste,10,feminino
Anelice,Sudeste,91,feminino
Anelina,Sudeste,92,Indefinido
Anelio,Sudeste,17,masculino
Anelis,Sudeste,11,feminino
Anelisa,Sudeste,148,feminino
Anelise,Sul,4037,feminino
Anelita,Sudeste,605,feminino
Anelito,Sudeste,42,masculino
Aneliza,Sudeste,35,feminino
Anelize,Sul,304,feminino
Anelore,Sul,57,feminino
Anelori,Sul,10,feminino
Anelson,Sudeste,12,masculino
Anely,Sudeste,19,feminino
Aneri,Sudeste,11,provavelmente_feminino
Aneris,Sudeste,22,Indefinido
Anerita,Sudeste,18,feminino
Anerson,Sudeste,53,masculino
Anesia,Sudeste,3766,feminino
Anesio,Sudeste,3065,masculino
Anessa,Nordeste,14,feminino
Anestina,Sudeste,16,feminino
Anestor,Sudeste,28,masculino
Anete,Sudeste,1476,feminino
Aneti,Sudeste,31,feminino
Anette,Sudeste,61,feminino
Anezia,Sudeste,630,feminino
Anezina,Sudeste,12,feminino
Anezio,Sudeste,247,masculino
Anfilofio,Sudeste,11,masculino
Anfrisio,Nordeste,20,masculino
Angea,Sudeste,19,feminino
Angeica,Sudeste,10,feminino
Angeka,Sudeste,11,desconhecido
Angekica,Sudeste,10,feminino
Angel,Sudeste,1050,ambos
Angela,Sudeste,133787,feminino
Angelca,Sudeste,15,feminino
Angele,Sudeste,10,feminino
Angeles,Sudeste,26,desconhecido
Angeli,Sudeste,155,feminino
Angelia,Sudeste,76,feminino
Angelica,Sudeste,57336,feminino
Angelice,Sudeste,32,feminino
Angelico,Norte,10,masculino
Angelin,Sul,54,masculino
Angelina,Sudeste,17168,feminino
Angeline,Nordeste,92,feminino
Angelino,Sudeste,455,masculino
Angelique,Sudeste,10,feminino
Angelis,Sul,38,feminino
Angelita,Sudeste,7361,feminino
Angelito,Sudeste,48,masculino
Angelna,Sudeste,14,desconhecido
Angelo,Sudeste,33600,masculino
Angeluce,Nordeste,10,feminino
Angelucia,Nordeste,139,feminino
Angenor,Sudeste,33,masculino
Angeval,Nordeste,10,desconhecido
Angie,Sudeste,40,feminino
Angila,Sudeste,17,feminino
Angla,Sudeste,15,feminino
Angleson,Norte,12,masculino
Angra,Norte,178,feminino
Ani,Sudeste,685,feminino
Ania,Nordeste,35,feminino
Anias,Sudeste,11,masculino
Anibal,Sudeste,2514,masculino
Anibol,Sudeste,17,masculino
Anice,Sudeste,251,feminino
Aniceia,Sudeste,25,feminino
Anicesio,Centro-Oeste,12,masculino
Aniceta,Sudeste,10,feminino
Aniceto,Sudeste,93,masculino
Anicia,Sudeste,33,feminino
Anicio,Sudeste,17,masculino
Anick,Sudeste,11,feminino
Anida,Sul,11,feminino
Anie,Sudeste,54,feminino
Aniel,Sudeste,62,masculino
Aniela,Sudeste,40,feminino
Aniele,Nordeste,1006,feminino
Anieli,Sudeste,151,feminino
Anielle,Sudeste,79,feminino
Anielli,Sudeste,16,feminino
Aniello,Sudeste,20,desconhecido
Anielly,Nordeste,25,feminino
Anielo,Sudeste,24,masculino
Aniely,Nordeste,27,feminino
Aniete,Sudeste,27,feminino
Anik,Sudeste,26,feminino
Anike,Sudeste,25,feminino
Anila,Sul,38,feminino
Anilce,Sudeste,24,feminino
Anilda,Sul,703,feminino
Anilde,Nordeste,24,feminino
Anildes,Nordeste,26,feminino
Anildo,Sul,1500,masculino
Anilma,Nordeste,10,feminino
Anilsa,Sudeste,11,feminino
Anilso,Sudeste,10,masculino
Anilson,Sudeste,357,masculino
Anilto,Nordeste,16,masculino
Aniltom,Sudeste,15,masculino
Anilton,Sudeste,837,masculino
Anilza,Sudeste,85,feminino
Anina,Sudeste,26,desconhecido
Aninha,Sudeste,31,feminino
Anionio,Sudeste,18,masculino
Anique,Sudeste,15,feminino
Anir,Sul,11,provavelmente_feminino
Anira,Sudeste,12,feminino
Anis,Sudeste,19,masculino
Anisa,Sudeste,14,feminino
Anise,Sudeste,13,feminino
Anisete,Sudeste,11,feminino
Anisia,Sudeste,1556,feminino
Anisio,Sudeste,6180,masculino
Anita,Sudeste,12316,feminino
Anito,Sudeste,27,masculino
Anivair,Sudeste,17,masculino
Anivalda,Sudeste,13,feminino
Anivaldo,Sudeste,272,masculino
Aniz,Sudeste,12,desconhecido
Aniza,Sudeste,20,feminino
Anizelina,Sudeste,13,feminino
Anizete,Sudeste,64,feminino
Anizia,Sudeste,647,feminino
Anizio,Sudeste,1053,masculino
Anjela,Sudeste,170,feminino
Anjelica,Sudeste,101,feminino
Anjelina,Sudeste,32,feminino
Anjelita,Sudeste,27,feminino
Anjelo,Sudeste,51,masculino
Anjo,Sudeste,15,masculino
Ann,Sudeste,31,feminino
Anna,Sudeste,27872,feminino
Annamaria,Sudeste,15,desconhecido
Annanda,Sudeste,15,feminino
Anne,Sudeste,6866,feminino
Anneliese,Sudeste,38,feminino
Annelise,Sul,98,feminino
Annelize,Sul,15,feminino
Annemarie,Sudeste,11,desconhecido
Annete,Sudeste,28,feminino
Annette,Sudeste,56,feminino
Anni,Sudeste,174,feminino
Annibal,Sudeste,74,masculino
Annick,Sudeste,15,desconhecido
Annie,Sudeste,227,feminino
Annik,Sudeste,27,feminino
Annita,Sudeste,231,feminino
Annunciata,Sudeste,14,desconhecido
Anny,Sudeste,1896,feminino
Annye,Sudeste,14,feminino
Anoar,Sul,20,masculino
Anoel,Sudeste,14,masculino
Anoir,Sul,11,masculino
Anonia,Nordeste,22,feminino
Anonimo,Sudeste,10,desconhecido
Anonio,Nordeste,284,masculino
Anor,Sudeste,56,masculino
Anorina,Sudeste,24,feminino
Anre,Sudeste,15,masculino
Anrea,Sudeste,45,feminino
Anreia,Sudeste,54,feminino
Anressa,Sudeste,27,feminino
Anriete,Sudeste,11,desconhecido
Ans,Sudeste,23,feminino
Anselma,Sudeste,73,feminino
Anselmo,Sudeste,6588,masculino
Anserson,Sudeste,69,masculino
Ant,Nordeste,1233,masculino
Anta,Nordeste,78,feminino
Antanio,Nordeste,38,masculino
Antao,Sul,248,masculino
Antelmo,Sudeste,13,masculino
Antenor,Sudeste,5716,masculino
Antenora,Sudeste,10,feminino
